name,passed,detail
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
ARGS-TOKEN:cvk1-k22-s55-5004259.out,True,
NO-DUPLICATE-FLAGS:cvk1-k22-s55-5004259.out,True,
DESIGN-NAME:cvk1-k22-s55-5004259.out,True,
ALL-ARGS-MATCH:cvk1-k22-s55-5004259.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-k22-s55-5004259.out,True,
NO-PROBE-TENSOR:cvk1-k22-s55-5004259.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-k22-s55-5004259.out,True,
RUN-DONE-ONCE:cvk1-k22-s55-5004259.out,True,
NO-FAILURE-MARKERS:cvk1-k22-s55-5004259.out,True,
TRANSFER-HASH:cvk1-k23-s55-5004260.out,True,
ONE-ARGS-ONE-ENV:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
ARGS-TOKEN:cvk1-k23-s55-5004260.out,True,
NO-DUPLICATE-FLAGS:cvk1-k23-s55-5004260.out,True,
DESIGN-NAME:cvk1-k23-s55-5004260.out,True,
ALL-ARGS-MATCH:cvk1-k23-s55-5004260.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-k23-s55-5004260.out,True,
NO-PROBE-TENSOR:cvk1-k23-s55-5004260.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-k23-s55-5004260.out,True,
RUN-DONE-ONCE:cvk1-k23-s55-5004260.out,True,
NO-FAILURE-MARKERS:cvk1-k23-s55-5004260.out,True,
TRANSFER-HASH:cvk1-k01-s56-5004261.out,True,
ONE-ARGS-ONE-ENV:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
ARGS-TOKEN:cvk1-k01-s56-5004261.out,True,
NO-DUPLICATE-FLAGS:cvk1-k01-s56-5004261.out,True,
DESIGN-NAME:cvk1-k01-s56-5004261.out,True,
ALL-ARGS-MATCH:cvk1-k01-s56-5004261.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-k01-s56-5004261.out,True,
NO-PROBE-TENSOR:cvk1-k01-s56-5004261.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-k01-s56-5004261.out,True,
RUN-DONE-ONCE:cvk1-k01-s56-5004261.out,True,
NO-FAILURE-MARKERS:cvk1-k01-s56-5004261.out,True,
TRANSFER-HASH:cvk1-kL-s56-5004262.out,True,
ONE-ARGS-ONE-ENV:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
ARGS-TOKEN:cvk1-kL-s56-5004262.out,True,
NO-DUPLICATE-FLAGS:cvk1-kL-s56-5004262.out,True,
DESIGN-NAME:cvk1-kL-s56-5004262.out,True,
ALL-ARGS-MATCH:cvk1-kL-s56-5004262.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-kL-s56-5004262.out,True,
NO-PROBE-TENSOR:cvk1-kL-s56-5004262.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-kL-s56-5004262.out,True,
RUN-DONE-ONCE:cvk1-kL-s56-5004262.out,True,
NO-FAILURE-MARKERS:cvk1-kL-s56-5004262.out,True,
TRANSFER-HASH:cvk1-k13-s56-5004263.out,True,
ONE-ARGS-ONE-ENV:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
ARGS-TOKEN:cvk1-k13-s56-5004263.out,True,
NO-DUPLICATE-FLAGS:cvk1-k13-s56-5004263.out,True,
DESIGN-NAME:cvk1-k13-s56-5004263.out,True,
ALL-ARGS-MATCH:cvk1-k13-s56-5004263.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-k13-s56-5004263.out,True,
NO-PROBE-TENSOR:cvk1-k13-s56-5004263.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-k13-s56-5004263.out,True,
RUN-DONE-ONCE:cvk1-k13-s56-5004263.out,True,
NO-FAILURE-MARKERS:cvk1-k13-s56-5004263.out,True,
TRANSFER-HASH:cvk1-k16-s56-5004264.out,True,
ONE-ARGS-ONE-ENV:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
ARGS-TOKEN:cvk1-k16-s56-5004264.out,True,
NO-DUPLICATE-FLAGS:cvk1-k16-s56-5004264.out,True,
DESIGN-NAME:cvk1-k16-s56-5004264.out,True,
ALL-ARGS-MATCH:cvk1-k16-s56-5004264.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-k16-s56-5004264.out,True,
NO-PROBE-TENSOR:cvk1-k16-s56-5004264.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-k16-s56-5004264.out,True,
RUN-DONE-ONCE:cvk1-k16-s56-5004264.out,True,
NO-FAILURE-MARKERS:cvk1-k16-s56-5004264.out,True,
TRANSFER-HASH:cvk1-k19-s56-5004265.out,True,
ONE-ARGS-ONE-ENV:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
ARGS-TOKEN:cvk1-k19-s56-5004265.out,True,
NO-DUPLICATE-FLAGS:cvk1-k19-s56-5004265.out,True,
DESIGN-NAME:cvk1-k19-s56-5004265.out,True,
ALL-ARGS-MATCH:cvk1-k19-s56-5004265.out,True,"{""extra"": [], ""missing"": []}"
ALL-ENV-MATCH:cvk1-k19-s56-5004265.out,True,
NO-PROBE-TENSOR:cvk1-k19-s56-5004265.out,True,
EXACT-100-UNIQUE-EPOCHS:cvk1-k19-s56-5004265.out,True,
RUN-DONE-ONCE:cvk1-k19-s56-5004265.out,True,
