panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
alpha0_robustness,OCC-ed97a5f1d24dd024,meta-3e-4,reported cell context,/panels/alpha0_robustness/cells/10,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-2048d6f286f0fe54,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,3e-4,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,93.30433333333333,0.143723113427637,0.08297857822621735,93.213,93.47,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-3e-4""]","[""alpha0_robustness"",""schedule_controls""]","[""OCC-ed97a5f1d24dd024"",""OCC-f97f854e957efd07""]","[""/panels/alpha0_robustness/cells/10"",""/panels/schedule_controls/verified_counterweight/cells/1""]","[""MEAS-075f0960787bc0e8"",""MEAS-5011ff2c7ddd0fa0"",""MEAS-cd688c2267f4439a""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-f11379db8ed56687,meta-1e-3,reported cell context,/panels/alpha0_robustness/cells/11,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-c1c2413dcd4311eb,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,92.181,0.052716221412389144,0.03043572462310279,92.124,92.228,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-3""]","[""alpha0_robustness""]","[""OCC-f11379db8ed56687""]","[""/panels/alpha0_robustness/cells/11""]","[""MEAS-000dc44dff5ee086"",""MEAS-8d7279fd2c8a59e5"",""MEAS-dff24781454d2124""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-13f2a4d494ca1f11,meta-1e-2,reported cell context,/panels/alpha0_robustness/cells/12,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-2856ca3cba2ca925,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-2,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,89.98733333333334,0.1873615044061479,0.10817321500466276,89.773,90.12,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-2""]","[""alpha0_robustness""]","[""OCC-13f2a4d494ca1f11""]","[""/panels/alpha0_robustness/cells/12""]","[""MEAS-81fc75ca630464f1"",""MEAS-8b35877c99575e33"",""MEAS-9852908c7c60308b""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-28341680172bc77f,meta-1e-1,reported cell context,/panels/alpha0_robustness/cells/13,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-33e0fcba28f12c78,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-1,1,1,-15:-2.3026,,na,na,100,80,100,20,100,True,3,59.06366666666667,42.615448446934515,24.604040632474263,10.0,86.858,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-1""]","[""alpha0_robustness""]","[""OCC-28341680172bc77f""]","[""/panels/alpha0_robustness/cells/13""]","[""MEAS-17ed43597d0cde76"",""MEAS-23141bdf834c551f"",""MEAS-5c1e13ac19c75186""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-7f1184083ee9e446,cosine-1e-6,reported cell context,/panels/alpha0_robustness/cells/14,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-f3948571f3c1dac7,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-6,1,1,none,,na,na,100,80,100,20,100,True,3,63.333333333333336,0.5544676125197331,0.320122025345197,62.716,63.789,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cosine-1e-6""]","[""alpha0_robustness""]","[""OCC-7f1184083ee9e446""]","[""/panels/alpha0_robustness/cells/14""]","[""MEAS-64069e286fb3ce8f"",""MEAS-6e9339ee62f2aaca"",""MEAS-ec65a2ac1d0c7618""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-4ee0cfd44cf6aa8d,cosine-1e-5,reported cell context,/panels/alpha0_robustness/cells/15,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-cea4b410e92c4aa8,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,1,1,none,,na,na,100,80,100,20,100,True,2,83.884,0.14424978336206115,0.10200000000000385,83.782,83.986,2,2,2,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||1e-5|1|1|none||na|na|100"",""cosine-1e-5""]","[""alpha0_robustness"",""schedule_controls""]","[""OCC-4ee0cfd44cf6aa8d"",""OCC-74fe7413d0aaf76f""]","[""/panels/alpha0_robustness/cells/15"",""/panels/schedule_controls/cells_by_family/cosine_SW/3""]","[""MEAS-311f0200726a33ae"",""MEAS-3c3b4eba24cc0ca4""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-bb237e015f669b9e,cosine-1e-4,reported cell context,/panels/alpha0_robustness/cells/16,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-06ad594d90ac78c0,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,100,80,100,20,100,True,4,92.89750000000001,0.1295389259386259,0.06476946296931295,92.73,93.041,4,4,4,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cosine-1e-4""]","[""alpha0_robustness""]","[""OCC-bb237e015f669b9e""]","[""/panels/alpha0_robustness/cells/16""]","[""MEAS-34bc82fbe6a187f9"",""MEAS-3bde6788e81fedba"",""MEAS-5612387f69b8cde5"",""MEAS-96842ceb54efc607""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-bb576a6c3797338b,cosine-3e-4,reported cell context,/panels/alpha0_robustness/cells/17,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-7d7af39dbcf83bb2,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,100,80,100,20,100,True,3,93.91966666666667,0.13008202540448133,0.07510289238400904,93.787,94.047,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cosine-3e-4""]","[""alpha0_robustness""]","[""OCC-bb576a6c3797338b""]","[""/panels/alpha0_robustness/cells/17""]","[""MEAS-0deea590b2bfe6cc"",""MEAS-d1ab659d1e0f6215"",""MEAS-ee9228aa18a9c953""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-f6dc4e0155132142,cosine-1e-3,reported cell context,/panels/alpha0_robustness/cells/18,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-1c844fe85a2f7182,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,100,80,100,20,100,True,3,94.077,0.110652609548987,0.0638853139096422,93.957,94.175,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cosine-1e-3""]","[""alpha0_robustness""]","[""OCC-f6dc4e0155132142""]","[""/panels/alpha0_robustness/cells/18""]","[""MEAS-9380f5242685dc2c"",""MEAS-976a77b6ebf726d6"",""MEAS-9c4530bcd60bca1a""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-9235134025cc51ce,cosine-1e-2,reported cell context,/panels/alpha0_robustness/cells/19,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-9f5ada207a5ae8ca,legacy_plateau20,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,100,80,100,20,100,True,2,92.5805,0.1704127342659577,0.12049999999999982,92.46,92.701,2,2,2,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||1e-2|1|1|none||na|na|100"",""cosine-1e-2""]","[""alpha0_robustness"",""schedule_controls""]","[""OCC-76879d2129cf22d2"",""OCC-9235134025cc51ce""]","[""/panels/alpha0_robustness/cells/19"",""/panels/schedule_controls/cells_by_family/cosine_SW/0""]","[""MEAS-03c087e20c67ac89"",""MEAS-aa7e95624df5abf3""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
