panel_id,occurrence_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,cell_id,metric,split,units,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,epochs_requested,start_epoch_index,end_epoch_index_exclusive,window_records,actual_epochs_parsed,terminal_window,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,accuracy_min,accuracy_max,n_unique_runs,n_unique_seed_labels,n_runs_with_recorded_raw_hash,summary_origin,uncertainty_note,labels,panels,occurrences,source_pointers,measurement_ids,occurrence_count,independence_note
alpha0_robustness,OCC-ed97a5f1d24dd024,meta-3e-4,reported cell context,/panels/alpha0_robustness/cells/10,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-ed97f4c0e9062ec2,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,3e-4,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,93.31733333333334,0.14294521094927734,0.08252945602093312,93.194,93.474,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-3e-4""]","[""alpha0_robustness"",""schedule_controls""]","[""OCC-ed97a5f1d24dd024"",""OCC-f97f854e957efd07""]","[""/panels/alpha0_robustness/cells/10"",""/panels/schedule_controls/verified_counterweight/cells/1""]","[""MEAS-028b550dac8545d4"",""MEAS-084911e59d4b385f"",""MEAS-7187e202f1e06e61""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-f11379db8ed56687,meta-1e-3,reported cell context,/panels/alpha0_robustness/cells/11,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-ea6353afa7675d65,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,92.20933333333333,0.017009801096228717,0.009820613241769641,92.19,92.222,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-3""]","[""alpha0_robustness""]","[""OCC-f11379db8ed56687""]","[""/panels/alpha0_robustness/cells/11""]","[""MEAS-1f39c13031990513"",""MEAS-8197eaddf968171c"",""MEAS-bd6caae0b5245edf""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-13f2a4d494ca1f11,meta-1e-2,reported cell context,/panels/alpha0_robustness/cells/12,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-8ccc2df44adc0911,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-2,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,90.088,0.1252996408614167,0.07234178138070237,89.958,90.208,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-2""]","[""alpha0_robustness""]","[""OCC-13f2a4d494ca1f11""]","[""/panels/alpha0_robustness/cells/12""]","[""MEAS-b83196f943a3864f"",""MEAS-e7aee1271cb64974"",""MEAS-f6636e6b3a8cd105""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-28341680172bc77f,meta-1e-1,reported cell context,/panels/alpha0_robustness/cells/13,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-eb50663a49cb6f5a,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,resnet18_blocks,AdamW,Adam,1e-3,1e-1,1,1,-15:-2.3026,,na,na,100,95,100,5,100,True,3,59.154,42.69348844964534,24.64909704904692,10.0,86.994,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""meta-1e-1""]","[""alpha0_robustness""]","[""OCC-28341680172bc77f""]","[""/panels/alpha0_robustness/cells/13""]","[""MEAS-9e4c38019f6925b8"",""MEAS-a41cb7debee94cca"",""MEAS-a8b02809b4e35951""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-7f1184083ee9e446,cosine-1e-6,reported cell context,/panels/alpha0_robustness/cells/14,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-2523b35637d8b308,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-6,1,1,none,,na,na,100,95,100,5,100,True,3,63.42133333333334,0.5844530206383836,0.33743410879426067,62.77,63.9,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cosine-1e-6""]","[""alpha0_robustness""]","[""OCC-7f1184083ee9e446""]","[""/panels/alpha0_robustness/cells/14""]","[""MEAS-0d8491e6a9b7c7f8"",""MEAS-267700ad9388f4ca"",""MEAS-66264cafbc3ea33f""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-4ee0cfd44cf6aa8d,cosine-1e-5,reported cell context,/panels/alpha0_robustness/cells/15,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-8722d1c3efac2b0f,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-5,1,1,none,,na,na,100,95,100,5,100,True,2,83.91399999999999,0.13293607486307263,0.0940000000000012,83.82,84.008,2,2,2,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||1e-5|1|1|none||na|na|100"",""cosine-1e-5""]","[""alpha0_robustness"",""schedule_controls""]","[""OCC-4ee0cfd44cf6aa8d"",""OCC-74fe7413d0aaf76f""]","[""/panels/alpha0_robustness/cells/15"",""/panels/schedule_controls/cells_by_family/cosine_SW/3""]","[""MEAS-5a594cef91a4d693"",""MEAS-a8e32cbd4e16f127""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-bb237e015f669b9e,cosine-1e-4,reported cell context,/panels/alpha0_robustness/cells/16,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-45fb5b59171ddf65,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-4,1,1,none,,na,na,100,95,100,5,100,True,4,93.0235,0.15074371186442845,0.07537185593221422,92.878,93.234,4,4,4,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cosine-1e-4""]","[""alpha0_robustness""]","[""OCC-bb237e015f669b9e""]","[""/panels/alpha0_robustness/cells/16""]","[""MEAS-1d0b00a7695721e7"",""MEAS-24e8fc691cd7a531"",""MEAS-62cb41460f4ec627"",""MEAS-e85b80b6a714a7b1""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-bb576a6c3797338b,cosine-3e-4,reported cell context,/panels/alpha0_robustness/cells/17,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-61a0e5fb45192ef0,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,100,95,100,5,100,True,3,94.01266666666666,0.1405750096330545,0.08116101965297826,93.88,94.16,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cosine-3e-4""]","[""alpha0_robustness""]","[""OCC-bb576a6c3797338b""]","[""/panels/alpha0_robustness/cells/17""]","[""MEAS-40d788032e1b8707"",""MEAS-629557836f7041f8"",""MEAS-dde6ff884f565eb2""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-f6dc4e0155132142,cosine-1e-3,reported cell context,/panels/alpha0_robustness/cells/18,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-fc8dc18df305f9ca,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,100,95,100,5,100,True,3,94.31866666666667,0.1595159344182674,0.09209656767642137,94.2,94.5,3,3,3,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""cosine-1e-3""]","[""alpha0_robustness""]","[""OCC-f6dc4e0155132142""]","[""/panels/alpha0_robustness/cells/18""]","[""MEAS-2bf16c991d3914ba"",""MEAS-be73440eef191a81"",""MEAS-c5b94d85cd3c07d9""]",1,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
alpha0_robustness,OCC-9235134025cc51ce,cosine-1e-2,reported cell context,/panels/alpha0_robustness/cells/19,"{""definition"":""Equal weight per one of seven registered LR/alpha0 grid cells; each cell is its mean over all seeds, retaining collapse outcomes. Six-cell sensitivity removes entire alpha01e-1 cell for all arms."",""fresh_primary_note"":""Seven-cell mean B−C=3.158738 pp; six-cell exclusion of 1e-1 gives 4.679861 pp. Historical +5.094/+4.941 is plateau20, not primary. No aggregate SEM invented across the chosen grid."",""scope"":""ResNet18/CIFAR10,AUGMENT1,100ep; meta AdamW+Adam/6blocks/ms1e-3.""}",,,CELL-251f24dc1cb619a6,plateau5,test,accuracy_percent,ResNet18,CIFAR10,100,?,AdamW,?,,1e-2,1,1,none,,na,na,100,95,100,5,100,True,2,93.82,0.09050966799187816,0.06400000000000006,93.756,93.884,2,2,2,reported summary; checked against inline per-run observations,sample SD; SE=SD/sqrt(n); excludes batch/selection uncertainty,"[""ResNet18|CIFAR10|100|?|AdamW|?||1e-2|1|1|none||na|na|100"",""cosine-1e-2""]","[""alpha0_robustness"",""schedule_controls""]","[""OCC-76879d2129cf22d2"",""OCC-9235134025cc51ce""]","[""/panels/alpha0_robustness/cells/19"",""/panels/schedule_controls/cells_by_family/cosine_SW/0""]","[""MEAS-80fd6c9b7a7757d9"",""MEAS-d320efbcf36dffc0""]",2,n counts this cell's named runs; repeated cells/seed labels/trajectory windows are not additional independent replicates
