panel_id,cell_id,cell_label,split,metric,epoch_index,completed_epochs,n,accuracy_mean,accuracy_sd_pp,accuracy_se_pp,source_pointer,independence_note
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,60,61,3,85.26333333333334,0.211974841274462,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,61,62,3,85.32666666666667,0.2768272626265993,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,62,63,3,85.38333333333333,0.24986663109213308,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,63,64,3,85.4,0.163707055437452,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,64,65,3,85.38666666666667,0.18876793513023274,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,65,66,3,85.3,0.3143246729100368,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,66,67,3,85.36333333333333,0.19347695814575325,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,67,68,3,85.33666666666667,0.2154839514519173,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,68,69,3,85.34333333333333,0.2538372181799435,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,69,70,3,85.48,0.24331050121192593,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,70,71,3,85.33333333333333,0.2112660250332081,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,71,72,3,85.4,0.29866369046136115,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,72,73,3,85.33666666666667,0.26501572280400837,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,73,74,3,85.3,0.19313207915827765,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,74,75,3,85.31,0.2553429066960745,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,75,76,3,85.27666666666667,0.16653327995728706,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,76,77,3,85.33666666666666,0.12055427546683847,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,77,78,3,85.38666666666667,0.1738773514099333,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,78,79,3,85.37666666666667,0.17097758137642166,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,79,80,3,85.38333333333333,0.22052966542697106,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,80,81,3,85.34666666666666,0.1628905563049417,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,81,82,3,85.29333333333334,0.21126602503321626,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,82,83,3,85.33,0.20999999999999983,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,83,84,3,85.39999999999999,0.22869193252058156,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,84,85,3,85.36999999999999,0.23430749027720033,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,85,86,3,85.26,0.18083141320025808,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,86,87,3,85.40333333333334,0.16258331197676265,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,87,88,3,85.32000000000001,0.20223748416156562,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,88,89,3,85.35666666666667,0.2950141239556739,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,89,90,3,85.36,0.16522711641858115,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,90,91,3,85.29666666666667,0.2318045153428489,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,91,92,3,85.35333333333334,0.18502252115170792,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,92,93,3,85.32666666666667,0.188237438713275,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,93,94,3,85.31666666666666,0.242143208315515,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,94,95,3,85.39666666666666,0.21361959960015595,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,95,96,3,85.36,0.26888659319497704,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,96,97,3,85.37333333333333,0.1650252505931604,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,97,98,3,85.42666666666666,0.22188585654189683,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,98,99,3,85.32666666666667,0.2797022226106431,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,test,single_epoch_accuracy,99,100,3,85.43666666666667,0.2074447717666858,,/panels/cau1/cells/0/test_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,0,1,3,41.18666666666667,0.5071817557181402,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,1,2,3,65.10333333333332,0.37112441759244513,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,2,3,3,76.48333333333333,0.16165807537309235,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,3,4,3,83.71666666666667,0.06806859285553771,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,4,5,3,88.57666666666667,0.2362907813126305,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,5,6,3,92.71666666666667,0.3607399802258312,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,6,7,3,95.38333333333333,0.11015141094572163,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,7,8,3,97.07,0.16370705543744593,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,8,9,3,97.94,0.27838821814149933,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,9,10,3,98.39333333333333,0.1234233905438222,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,10,11,3,99.02,0.08717797887081732,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,11,12,3,99.49666666666667,0.08144527815247493,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,12,13,3,99.83666666666667,0.08621678104251916,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,13,14,3,99.97666666666667,0.02516611478423459,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,14,15,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,15,16,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,16,17,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,17,18,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,18,19,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,19,20,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,20,21,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,21,22,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,22,23,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,23,24,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,24,25,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,25,26,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,26,27,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,27,28,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,28,29,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,29,30,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,30,31,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,31,32,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,32,33,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,33,34,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,34,35,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,35,36,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,36,37,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,37,38,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,38,39,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,39,40,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,40,41,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,41,42,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,42,43,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,43,44,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,44,45,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,45,46,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,46,47,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,47,48,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,48,49,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,49,50,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,50,51,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
cau1,CELL-54f8564674b60cde,cau1-lr0005,train,single_epoch_accuracy,51,52,3,100.0,0.0,,/panels/cau1/cells/0/train_curve,epoch measurements from the same runs
